C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_19_537.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_19_537.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_19_537.jpg, 0, 0, 0, 28.37037
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_19_642.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_19_642.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_19_642.jpg, 0, 0, 0, 28.08492
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_19_750.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_19_750.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_19_750.jpg, -0.1967568, 0.3220026, 0, 27.92914
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_19_859.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_19_859.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_19_859.jpg, -0.01769129, 0.6178083, 0, 28.1793
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_19_970.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_19_970.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_19_970.jpg, 0, 0.9831299, 0, 28.98134
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_079.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_079.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_079.jpg, 0, 1, 0, 29.89791
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_187.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_187.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_187.jpg, 0, 1, 0, 30.19025
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_298.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_298.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_298.jpg, 0, 1, 0, 30.19022
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_408.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_408.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_408.jpg, -0.2761776, 1, 0, 30.17077
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_537.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_537.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_537.jpg, -0.1468923, 1, 0, 30.19168
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_643.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_643.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_643.jpg, 0, 1, 0, 30.18933
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_753.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_753.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_753.jpg, 0, 1, 0, 30.19019
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_860.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_860.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_860.jpg, 0, 1, 0, 30.19028
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_20_968.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_20_968.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_20_968.jpg, 0, 1, 0, 30.19031
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_21_077.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_21_077.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_21_077.jpg, 0, 1, 0, 30.19032
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_21_186.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_21_186.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_21_186.jpg, 0, 1, 0, 30.1903
C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\center_2021_05_26_13_40_21_296.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\left_2021_05_26_13_40_21_296.jpg, C:\Users\2E64AEB8448F\Downloads\simulator-windows-64\IMG\right_2021_05_26_13_40_21_296.jpg, 0, 1, 0, 30.19028
