C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_10_763.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_10_763.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_10_763.jpg,-0.2,1,0,20.90424
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_10_832.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_10_832.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_10_832.jpg,0,1,0,21.64977
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_10_899.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_10_899.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_10_899.jpg,0,1,0,22.24105
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_10_968.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_10_968.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_10_968.jpg,0,1,0,22.83318
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_11_036.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_11_036.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_11_036.jpg,0,1,0,23.61597
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_11_106.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_11_106.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_11_106.jpg,0,1,0,24.19829
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_11_173.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_11_173.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_11_173.jpg,-0.15,1,0,24.9638
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_11_244.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_11_244.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_11_244.jpg,-0.3,1,0,25.49967
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_11_315.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_11_315.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_11_315.jpg,0,1,0,26.20193
C:\Users\2E64AEB8448F\Desktop\track 1\IMG\center_2021_06_29_17_01_11_388.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\left_2021_06_29_17_01_11_388.jpg,C:\Users\2E64AEB8448F\Desktop\track 1\IMG\right_2021_06_29_17_01_11_388.jpg,0,1,0,26.76391
